OrderID,OrderDate,Region,Channel,Product,Quantity,UnitPrice,Sales,Cost,Profit,Year,Month,Customer
10875,2023-03-19,East,Retail,Monitor,12,37701,452412.0,395105.77166450594,57306.22833549406,2023,3,Customer_37
10332,2023-10-11,South,Retail,Laptop,16,61446,983136.0,549382.2778801394,433753.7221198606,2023,10,Customer_167
10410,2023-12-08,South,Online,Printer,1,9533,11439.6,6298.695080339984,3719.450657609018,2023,12,Customer_45
10077,2024-07-09,East,Online,Monitor,19,34132,648508.0,431974.1457429899,249013.9323955616,2024,7,Customer_44
10869,2024-09-30,North,Distributor,Headphones,6,41911,251466.0,197798.4261842651,53667.57381573491,2024,9,Customer_113
10139,2023-01-15,North,Online,Tablet,5,26323,131615.0,74978.99519980844,65131.40552022029,2023,1,Customer_140
10544,2024-10-25,North,Retail,Monitor,13,61463,799019.0,491466.4983231155,307552.5016768845,2024,10,Customer_56
10674,2024-03-16,South,Retail,Tablet,1,44940,44940.0,32443.548517943433,12496.451482056567,2024,3,Customer_57
10921,2024-07-07,South,Online,Printer,8,33759,270072.0,138993.06227596334,150740.77838264214,2024,7,Customer_13
10064,2023-02-04,West,Retail,Mouse,19,18005,342095.0,176990.83373741014,165104.16626258986,2023,2,Customer_104
10142,2024-11-21,Central,Online,Monitor,7,9879,82983.59999999999,39487.96512877139,34114.7901019129,2024,11,Customer_143
10717,2024-12-09,West,Online,Headphones,6,59182,426110.39999999997,204303.6038938955,173406.65552202018,2024,12,Customer_71
10377,2024-01-21,North,Online,Keyboard,15,25109,376635.0,240859.77696521027,156141.50649000818,2024,1,Customer_22
10364,2023-11-19,Central,Online,Headphones,14,48156,809020.7999999999,372815.37971822935,346573.9133240362,2023,11,Customer_54
10140,2024-07-07,Central,Online,Printer,10,31566,315660.0,279408.5492978557,41689.16830746594,2024,7,Customer_119
10885,2024-09-14,West,Retail,Laptop,3,52307,156921.0,103872.90749550753,53048.092504492466,2024,9,Customer_146
11042,2023-01-23,South,Online,Keyboard,9,49321,443889.0,241506.17691490598,232740.2465478581,2023,1,Customer_76
10225,2024-11-02,North,Online,Mouse,7,67630,568092.0,347597.3476387604,144684.55021542552,2024,11,Customer_4
10515,2023-10-29,North,Distributor,Tablet,2,14303,28606.0,22911.52004049415,5694.47995950585,2023,10,Customer_183
10267,2024-09-15,West,Online,Laptop,8,45365,362920.0,192365.4426213098,196137.7409854937,2024,9,Customer_76
11170,2023-06-26,West,Online,Monitor,13,79,1027.0,339922.6715364852,242191.527733042,2023,6,Customer_163
10487,2024-03-17,West,Retail,Laptop,19,20465,388835.0,349676.8309732442,39158.169026755786,2024,3,Customer_147
10353,2024-05-11,Central,Online,Tablet,18,30283,759979.1828878622,457972.60446274304,100189.6048678455,2024,5,Customer_77
11006,2024-08-03,North,Online,Keyboard,16,31615,505840.0,389777.9211981183,133471.39062216395,2024,8,Customer_200
10618,2024-05-10,South,Retail,Laptop,12,49728,797589.6183763711,366321.374429153,230414.625570847,2024,5,Customer_13
10668,2023-07-22,East,Online,Tablet,9,4582,41238.0,35151.33857983557,6999.660633189098,2023,7,Customer_116
10775,2023-02-23,South,Retail,Monitor,1,40020,40020.0,31564.581148170095,8455.418851829905,2023,2,Customer_177
10554,2023-03-03,North,Retail,Headphones,1,6596,6596.0,4026.0092213114463,2569.9907786885537,2023,3,Customer_72
10576,2023-04-09,East,Online,Printer,16,2817,45072.0,24574.209346494816,23572.45925153096,2023,4,Customer_108
10915,2023-04-21,West,Online,Tablet,17,62947,1513379.786692977,651579.2329180704,481297.732144219,2023,4,Customer_130
10466,2023-08-08,Central,Online,Tablet,9,21190,190710.0,115021.84471399628,87041.37857890427,2023,8,Customer_59
10591,2023-08-11,West,Online,Mouse,3,56111,168333.0,117206.52053317081,58795.45138685356,2023,8,Customer_4
10765,2023-04-05,North,Online,Monitor,15,11419,171285.0,132497.63104406276,44605.47429932783,2023,4,Customer_35
10635,2024-12-14,South,Online,Mouse,7,1395,11718.0,6141.988956729797,4166.462699760733,2024,12,Customer_131
10838,2024-06-17,South,Online,Keyboard,12,24090,289080.0,222820.17582322887,76198.7978032868,2024,6,Customer_72
10290,2024-02-24,West,Retail,Laptop,11,56609,622699.0,501962.77603884204,120736.22396115796,2024,2,Customer_109
10040,2024-11-17,South,Online,Headphones,13,51526,803805.6,491811.4822854971,204730.4953716783,2024,11,Customer_164
10031,2023-09-10,South,Retail,Printer,15,52542,788130.0,477001.50559366104,311128.49440633896,2023,9,Customer_141
10243,2023-07-06,South,Online,Headphones,16,17359,277744.0,249089.12536666467,32953.10582833563,2023,7,Customer_56
10429,2024-09-27,East,Distributor,Mouse,2,38187,76374.0,66682.78949261924,9691.210507380762,2024,9,Customer_130
10137,2024-01-28,East,Online,Monitor,13,10272,133536.0,94453.68356732135,44944.663897580445,2024,1,Customer_119
11101,2023-09-11,South,Online,Headphones,2,26945,53890.0,30061.560233924487,27402.70573098684,2023,9,Customer_169
10865,2023-09-10,North,Retail,Mouse,19,18961,360259.0,193832.83697224787,166426.16302775213,2023,9,Customer_86
10004,2023-04-17,West,Online,Monitor,16,4632,74112.0,43010.963829821034,35766.19159570581,2023,4,Customer_120
10833,2024-02-07,West,Retail,Laptop,4,39146,156584.0,88827.66627904547,67756.33372095453,2024,2,Customer_51
10603,2023-08-18,East,Retail,Printer,2,18193,36386.0,19665.3785783509,16720.6214216491,2023,8,Customer_109
11034,2024-02-06,North,Online,Mouse,9,44949,404541.0,313186.01774424186,105058.22959412185,2024,2,Customer_83
10655,2024-05-22,West,Online,Monitor,11,24335,267685.0,229742.70204515706,43633.642648069384,2024,5,Customer_32
10844,2023-12-12,Central,Online,Headphones,5,67073,402438.0,210674.53537290104,143394.03432116378,2023,12,Customer_166
10784,2023-03-16,East,Online,Printer,3,55512,166536.0,129207.85620396624,42927.365365438825,2023,3,Customer_198
11074,2023-07-15,East,Retail,Monitor,11,10764,118404.0,93254.5526297801,25149.447370219903,2023,7,Customer_102
10443,2023-02-27,West,Online,Monitor,13,13204,171652.0,123995.3638219365,54805.13160477303,2023,2,Customer_151
11178,2023-03-25,East,Online,Laptop,5,63419,317095.0,235104.538222595,94289.03104401573,2023,3,Customer_43
10436,2023-02-27,East,Retail,Headphones,9,29604,266436.0,221613.88420917912,44822.115790820884,2023,2,Customer_84
11169,2023-06-10,South,Retail,Keyboard,7,65600,459200.0,282282.3164469875,176917.6835530125,2023,6,Customer_134
10101,2023-12-10,North,Online,Keyboard,18,69453,1500184.8,702068.1034687537,630298.7810109331,2023,12,Customer_19
10773,2023-11-02,South,Online,Keyboard,19,20987,478503.6,203237.3931326468,224842.94789745615,2023,11,Customer_123
10495,2023-06-09,East,Online,Tablet,2,21408,61324.90994322131,33807.32802236615,10359.972774278927,2023,6,Customer_174
11028,2024-02-14,North,Retail,Mouse,2,35531,71062.0,45643.80718858692,25418.19281141308,2024,2,Customer_60
10807,2023-11-26,East,Online,Monitor,13,23219,362216.39999999997,173624.2920754193,147456.1141132678,2023,11,Customer_47
11142,2024-03-06,North,Online,Laptop,4,24324,97296.0,86063.46752604116,12917.412345052664,2024,3,Customer_44
10846,2024-06-29,South,Online,Mouse,5,15579,77895.0,65293.1841492924,14492.08822831374,2024,6,Customer_72
10987,2023-09-16,East,Online,Keyboard,5,16340,81700.0,66553.66599054536,17418.28411087284,2023,9,Customer_61
10228,2023-09-04,Central,Online,Mouse,6,62354,374124.0,298587.09030911134,86867.44614452195,2023,9,Customer_96
11193,2024-12-23,North,Retail,Headphones,8,11594,111302.4,65165.936753156304,27586.063246843696,2024,12,Customer_152
10672,2024-10-20,West,Online,Headphones,3,4313,12939.0,11270.772356984911,1918.4617894673518,2024,10,Customer_141
10859,2024-07-26,Central,Retail,Keyboard,4,33112,132448.0,97088.03475507333,35359.96524492667,2024,7,Customer_23
10925,2024-11-22,Central,Online,Headphones,16,22298,428121.6,220113.73785888613,157152.40146228095,2024,11,Customer_65
10067,2024-07-15,West,Online,Mouse,13,19116,248508.0,199039.57033792452,56888.694111386794,2024,7,Customer_178
10068,2024-01-23,South,Distributor,Printer,3,28104,84312.0,42751.07949799145,41560.92050200855,2024,1,Customer_101
10817,2024-10-24,West,Online,Headphones,16,65931,1054896.0,604837.427450808,517567.35843157076,2024,10,Customer_8
10212,2023-04-23,South,Online,Printer,8,5877,47016.0,33242.18257958793,15839.890033473883,2023,4,Customer_43
10013,2024-04-03,Central,Online,Headphones,12,29913,358956.0,229108.25238174546,149324.9097609927,2024,4,Customer_95
10494,2024-05-11,West,Online,Tablet,18,47331,1177045.1705636403,756348.3660635917,109951.07902686957,2024,5,Customer_192
11165,2023-01-25,East,Online,Tablet,3,1902,5706.0,4981.6599611732145,832.9910446508032,2023,1,Customer_154
10300,2023-12-04,North,Distributor,Monitor,5,10995,65970.0,35834.88984829883,19140.11015170117,2023,12,Customer_37
10411,2023-11-01,East,Online,Laptop,4,10279,49339.2,21812.90068232858,22198.56421532213,2023,11,Customer_78
10757,2023-02-20,South,Online,Monitor,8,4085,32680.0,20236.208578501748,14310.360134722989,2023,2,Customer_38
11075,2024-08-20,East,Retail,Laptop,3,28585,85755.0,62413.21890135108,23341.78109864892,2024,8,Customer_118
10696,2023-12-14,West,Online,Tablet,9,53189,574441.2,323955.92986141006,177956.83065937844,2023,12,Customer_39
11151,2023-09-01,West,Retail,Laptop,13,33494,435422.0,309643.220921202,125778.77907879802,2023,9,Customer_43
10724,2024-01-09,South,Online,Printer,18,18358,330444.0,292187.64376674447,43994.809668243855,2024,1,Customer_4
11016,2023-10-23,East,Online,Laptop,13,52790,686270.0,354376.52318728936,381677.4983346172,2023,10,Customer_177
10528,2024-09-17,East,Online,Printer,18,30304,545472.0,397458.76046124066,170215.22546957323,2024,9,Customer_83
10600,2023-03-15,West,Retail,Keyboard,1,11729,11729.0,9531.620855841367,2197.3791441586327,2023,3,Customer_164
11120,2023-05-13,South,Retail,Keyboard,14,50310,704340.0,598577.938120144,105762.06187985605,2023,5,Customer_112
10567,2023-09-22,North,Distributor,Monitor,4,37701,150804.0,83530.17062832054,67273.82937167946,2023,9,Customer_83
10731,2023-03-04,South,Online,Keyboard,1,28272,28272.0,15526.098956532383,14657.786199987759,2023,3,Customer_159
10274,2023-02-06,West,Online,Monitor,14,51439,720146.0,499163.3710333637,254130.02331163175,2023,2,Customer_183
10967,2024-03-10,West,Online,Printer,2,36218,72436.0,57082.5133792789,17656.509613829265,2024,3,Customer_134
10238,2024-05-25,South,Online,Headphones,9,15450,139050.0,107892.9937989666,35830.5571311884,2024,5,Customer_186
10406,2023-05-05,South,Retail,Laptop,16,61908,1468514.6926544288,788467.3406220458,202060.6593779542,2023,5,Customer_30
10003,2023-09-28,North,Online,Tablet,8,51824,414592.0,277395.64148216386,157775.81229551154,2023,9,Customer_21
10007,2023-01-21,South,Online,Laptop,16,41825,669200.0,509092.05130759114,184124.14099627017,2023,1,Customer_108
10312,2023-07-14,North,Online,Headphones,11,69481,764291.0,499001.71742047823,305082.67496645,2023,7,Customer_32
11091,2024-11-15,North,Retail,Mouse,7,39689,333387.6,176719.45840655058,101103.54159344942,2024,11,Customer_185
10452,2023-08-25,South,Retail,Monitor,13,34960,454480.0,297793.245295685,156686.75470431498,2023,8,Customer_66
10722,2023-01-05,East,Online,Laptop,17,57599,979183.0,850709.2850712022,147744.77216811746,2023,1,Customer_100
10216,2024-07-19,North,Online,Headphones,9,60640,545760.0,459081.1313756048,99680.6989180545,2024,7,Customer_72
11086,2024-10-09,West,Online,Printer,17,69736,1185512.0,640169.4842859949,627143.8930711058,2024,10,Customer_161
10028,2024-04-04,West,Online,Keyboard,12,37513,450156.0,350662.12981405255,114417.95071383956,2024,4,Customer_35
11158,2024-02-22,East,Online,Keyboard,18,38076,685368.0,424530.0779738175,299963.6103301099,2024,2,Customer_193
10362,2023-06-10,East,Online,Printer,18,35729,643122.0,419059.795778092,257671.5348551942,2023,6,Customer_195
10823,2024-11-26,West,Online,Monitor,12,2014,29001.6,12136.625425497912,13836.0807606774,2024,11,Customer_155
10781,2023-07-26,North,Online,Printer,5,20358,101790.0,83981.336213114,20479.963354918895,2023,7,Customer_8
10629,2023-09-09,South,Online,Tablet,13,8710,113230.0,88111.54010956075,28886.228874005134,2023,9,Customer_132
10454,2023-07-08,North,Online,Laptop,2,27981,55962.0,48675.61962104062,8379.337435803287,2023,7,Customer_166
10739,2024-01-20,East,Online,Keyboard,10,18606,186060.0,166331.2965460421,22688.00897205157,2024,1,Customer_172
10536,2024-11-06,North,Online,Mouse,14,69022,1159569.5999999999,736569.9783845447,264198.7248577736,2024,11,Customer_200
11050,2023-04-14,Central,Retail,Keyboard,7,19408,135856.0,104403.79030359413,31452.209696405873,2023,4,Customer_41
10399,2023-12-20,South,Online,Monitor,18,17994,388670.39999999997,253818.24972190533,80584.81281980887,2023,12,Customer_108
10257,2023-12-04,East,Retail,Printer,15,20443,367974.0,243210.98477315996,63434.01522684004,2023,12,Customer_64
10292,2023-04-14,West,Online,Monitor,16,21455,343280.0,209274.9117598564,154105.85147616515,2023,4,Customer_198
10026,2023-10-04,North,Online,Printer,7,25892,181244.0,107059.68728798664,85311.95961881535,2023,10,Customer_90
10337,2024-06-30,East,Online,Mouse,13,21341,277433.0,239520.69971687297,43599.14532559608,2024,6,Customer_61
10585,2023-02-08,North,Online,Laptop,14,4343,60802.0,48260.00638006036,14423.292662930584,2023,2,Customer_46
10048,2023-01-21,South,Retail,Monitor,9,15349,138141.0,90513.21427715314,47627.785722846864,2023,1,Customer_52
10319,2024-01-10,East,Online,Keyboard,7,33117,231819.0,120866.59811893453,127595.26216322527,2024,1,Customer_158
10107,2024-05-13,South,Retail,Monitor,13,14816,192608.0,164784.2411165439,27823.75888345609,2024,5,Customer_126
10799,2024-06-25,Central,Online,Laptop,8,51339,565848.7890508577,255436.27766863196,178567.08068107325,2024,6,Customer_108
10056,2023-12-12,East,Online,Headphones,13,61190,954564.0,603400.6222964019,220879.78435913782,2023,12,Customer_10
10523,2024-02-22,East,Retail,Tablet,11,8761,96371.0,86121.70838128732,10249.291618712683,2024,2,Customer_83
10214,2024-10-03,South,Online,Laptop,125,59980,8311970.4069804335,849200.0554185851,305375.5061901674,2024,10,Customer_164
10121,2023-02-17,North,Retail,Monitor,4,15145,60580.0,47465.62378720593,13114.376212794072,2023,2,Customer_76
10918,2024-09-14,West,Online,Printer,7,35068,245476.0,137332.35489087875,124365.19187548943,2024,9,Customer_22
11068,2024-07-03,West,Retail,Printer,18,3539,63702.0,46006.22315429255,17695.77684570745,2024,7,Customer_123
11118,2023-12-22,South,Online,Mouse,2,17509,42021.6,22904.04995973553,13931.04254630414,2023,12,Customer_35
10073,2024-04-21,South,Online,Headphones,146,58041,3376729.6608776464,493324.6649882441,413336.27754541487,2024,4,Customer_71
10948,2023-02-09,South,Online,Laptop,5,58808,294040.0,188136.81238737705,121788.66575451638,2023,2,Customer_1
10747,2024-07-18,South,Distributor,Laptop,18,15506,279108.0,212654.69773282067,66453.30226717933,2024,7,Customer_27
10716,2023-09-13,West,Retail,Monitor,6,12234,73404.0,52958.86707725142,20445.132922748577,2023,9,Customer_64
10558,2024-02-01,East,Online,Monitor,12,9022,108264.0,89111.63473563286,22025.220054022207,2024,2,Customer_105
11082,2023-08-04,East,Online,Keyboard,19,28028,532532.0,446217.4534996838,99261.7284753636,2023,8,Customer_158
11046,2023-05-25,West,Distributor,Headphones,4,20363,81452.0,64385.83433581448,17066.165664185522,2023,5,Customer_30
10553,2023-09-30,West,Online,Laptop,2,37245,74490.0,59777.73604216389,16919.10355151153,2023,9,Customer_188
10562,2024-09-03,South,Retail,Printer,3,69122,207366.0,157813.98779486597,49552.01220513403,2024,9,Customer_155
10425,2023-02-16,West,Retail,Laptop,14,41536,581504.0,352628.997861322,228875.00213867798,2023,2,Customer_182
11014,2024-06-30,West,Retail,Headphones,1,47898,47898.0,26107.73463150127,21790.26536849873,2024,6,Customer_78
10326,2024-03-13,East,Distributor,Keyboard,11,64444,708884.0,522584.37959703885,186299.62040296115,2024,3,Customer_40
10924,2024-06-01,North,Online,Keyboard,8,57126,457008.0,380370.9370907658,88132.62234561933,2024,6,Customer_45
10317,2024-04-04,South,Online,Tablet,1,20904,28042.588226636555,14729.716049982186,7100.426542520486,2024,4,Customer_88
10804,2023-05-18,East,Retail,Monitor,5,60558,302790.0,165466.32643135826,137323.67356864174,2023,5,Customer_196
11163,2023-07-01,East,Retail,Laptop,10,48256,482560.0,385970.68252289406,96589.31747710594,2023,7,Customer_130
10529,2024-05-07,South,Retail,Laptop,10,37946,560227.4040872684,196773.21565091982,182686.78434908018,2024,5,Customer_44
10837,2024-11-12,North,Retail,Tablet,12,4645,66888.0,38096.05812761567,17643.941872384326,2024,11,Customer_169
10715,2024-08-16,North,Online,Mouse,1,25396,25396.0,18550.856936104094,7871.914523480292,2024,8,Customer_28
10901,2023-05-06,East,Retail,Printer,5,36651,183255.0,116382.98873469964,66872.01126530036,2023,5,Customer_9
10061,2024-03-30,Central,Retail,Laptop,3,31086,93258.0,69289.64033040214,23968.359669597863,2024,3,Customer_137
10723,2023-04-29,East,Online,Keyboard,19,63057,1198083.0,692518.1987124436,581399.5214806899,2023,4,Customer_41
10093,2023-07-07,East,Retail,Monitor,6,65834,395004.0,236139.78125622807,158864.21874377193,2023,7,Customer_100
10858,2023-02-17,North,Online,Headphones,6,15911,95466.0,48498.48455655033,54012.64275996712,2023,2,Customer_79
10619,2023-12-31,East,Online,Keyboard,8,25776,247449.59999999998,176316.7753633158,34374.90833218683,2023,12,Customer_20
10352,2023-12-15,South,Distributor,Tablet,7,38183,320737.2,230164.14800555186,37116.85199444814,2023,12,Customer_105
10933,2024-10-23,East,Retail,Headphones,15,9336,140040.0,122776.79306680954,17263.206933190464,2024,10,Customer_140
10281,2023-05-11,East,Online,Keyboard,2,67644,135288.0,73685.20064645376,70843.21925657817,2023,5,Customer_46
10421,2023-01-05,Central,Retail,Keyboard,14,50653,709142.0,614673.2550670899,94468.74493291008,2023,1,Customer_79
11115,2024-09-07,West,Online,Keyboard,4,17756,71024.0,58424.22723047157,14489.738684957689,2024,9,Customer_140
10360,2023-07-10,North,Online,Mouse,14,65949,923286.0,569673.0092282357,406654.9393875289,2023,7,Customer_185
10423,2023-07-15,East,Retail,Keyboard,4,43679,174716.0,98098.43098867958,76617.56901132042,2023,7,Customer_53
10679,2024-06-09,North,Retail,Mouse,13,58280,757640.0,573617.2901549424,184022.70984505757,2024,6,Customer_180
10527,2024-05-15,South,Online,Printer,17,51368,873256.0,601381.0817384952,312656.1560007305,2024,5,Customer_81
10478,2023-10-16,Central,Retail,Monitor,7,14162,99134.0,67502.87982031163,31631.12017968837,2023,10,Customer_19
11095,2024-09-18,South,Online,Mouse,18,6209,111762.0,59993.14915263598,59534.178474468616,2024,9,Customer_144
10183,2024-12-10,South,Online,Tablet,8,11550,110880.0,53145.74340301548,45142.39508653219,2024,12,Customer_200
11092,2023-05-10,South,Retail,Printer,18,52228,940104.0,472505.82577833533,467598.17422166467,2023,5,Customer_28
10433,2024-10-18,North,Online,Laptop,5,61156,305780.0,250163.24739272037,63959.26549837157,2024,10,Customer_179
10111,2024-02-23,South,Online,Monitor,16,62520,1000320.0,814894.0710168692,213239.81833060045,2024,2,Customer_172
10371,2024-09-17,South,Distributor,Printer,6,15878,95268.0,81069.53719244195,14198.462807558055,2024,9,Customer_17
10240,2024-08-31,South,Online,Printer,3,29730,89190.0,48421.138031797804,46884.19126343252,2024,8,Customer_16
10709,2024-12-24,South,Distributor,Printer,18,2537,54799.2,26629.556552939877,19036.443447060123,2024,12,Customer_127
10630,2024-02-19,South,Online,Tablet,4,51048,204192.0,169516.79458439804,39876.48622794225,2024,2,Customer_86
10594,2023-06-12,East,Online,Keyboard,2,58694,117388.0,78430.83461103405,44800.74019731084,2023,6,Customer_77
10486,2024-10-20,West,Retail,Headphones,10,68706,687060.0,431897.4125469126,255162.58745308738,2024,10,Customer_145
10701,2023-11-12,South,Retail,Keyboard,10,22122,265464.0,196675.78297302773,24544.21702697227,2023,11,Customer_21
10262,2023-10-25,South,Online,Laptop,3,59759,179277.0,102592.10211873008,88187.6325634604,2023,10,Customer_186
10480,2023-12-23,North,Retail,Headphones,4,38721,185860.8,96622.88072072904,58261.11927927096,2023,12,Customer_24
10650,2024-01-22,East,Online,Mouse,15,67783,1016745.0,811307.751557519,236252.83570885318,2024,1,Customer_115
10340,2024-05-26,Central,Online,Monitor,17,30345,515865.0,441073.2224917146,86010.54413452823,2024,5,Customer_184
10669,2023-08-17,South,Online,Laptop,10,49911,499110.0,354866.4003553896,165880.13959130197,2023,8,Customer_23
10552,2023-08-05,East,Retail,Laptop,3,56518,169554.0,93731.83695296252,75822.16304703748,2023,8,Customer_8
10459,2023-03-17,East,Distributor,Monitor,14,14075,197050.0,115979.75925803916,81070.24074196084,2023,3,Customer_194
10184,2024-03-31,East,Retail,Keyboard,19,54263,1030997.0,576558.167141482,454438.832858518,2024,3,Customer_32
10138,2023-07-26,South,Online,Tablet,12,58402,700824.0,515062.97138004156,213625.18291295218,2023,7,Customer_137
11161,2024-10-01,Central,Online,Laptop,3,55415,166245.0,132963.8425750956,38273.33103864006,2024,10,Customer_36
10707,2023-05-25,South,Online,Mouse,14,21165,296310.0,220181.5492661505,87547.7183439269,2023,5,Customer_56
10582,2023-05-31,North,Distributor,Tablet,16,20052,453966.9516389319,189234.3454577914,131597.6545422086,2023,5,Customer_72
10081,2023-09-28,Central,Retail,Headphones,9,55982,503838.0,396939.542975707,106898.45702429302,2023,9,Customer_50
10769,2023-09-07,West,Retail,Printer,10,48508,485080.0,355033.2452688869,130046.75473111309,2023,9,Customer_140
10870,2023-02-25,East,Retail,Headphones,15,59445,891675.0,534871.1433221227,356803.85667787725,2023,2,Customer_178
10762,2024-05-02,East,Online,Monitor,2,22123,44246.0,28543.397829120306,18057.992496511648,2024,5,Customer_144
10030,2023-01-22,East,Online,Keyboard,19,43969,835411.0,583962.0853727241,289166.25182136724,2023,1,Customer_195
10542,2024-07-01,East,Online,Laptop,12,17259,207108.0,129935.57997648662,88748.28302704038,2024,7,Customer_139
10166,2024-07-09,Central,Online,Headphones,15,50556,758340.0,508428.25552130985,287398.50615049363,2024,7,Customer_124
10249,2023-12-12,North,Online,Headphones,17,62515,1275306.0,630818.558958958,496726.90719719825,2023,12,Customer_106
10308,2023-10-04,North,Online,Keyboard,5,25645,128225.0,107735.24262990375,23563.22097561069,2023,10,Customer_18
10448,2023-04-28,West,Online,Tablet,12,20160,339283.14066253393,163207.14004951288,90519.78894306018,2023,4,Customer_177
10347,2024-01-08,South,Online,Monitor,18,58604,1054872.0,936290.8266441919,136368.34935917935,2024,1,Customer_77
10335,2024-10-20,East,Online,Laptop,10,27298,272980.0,222813.65221345265,57691.29995452945,2024,10,Customer_87
10286,2024-11-03,West,Online,Laptop,5,38334,230004.0,148012.69859344332,50205.89661754018,2024,11,Customer_142
10950,2024-07-01,East,Distributor,Mouse,17,11660,198220.0,130237.4975506318,67982.5024493682,2024,7,Customer_58
10098,2023-01-15,South,Online,Monitor,7,60212,421484.0,247541.46436608763,200033.9159789992,2023,1,Customer_192
10468,2023-02-16,Central,Retail,Keyboard,3,4781,14343.0,9810.979850604112,4532.020149395888,2023,2,Customer_15
11037,2024-09-07,North,Retail,Tablet,19,59810,1136390.0,972963.287671821,163426.71232817904,2024,9,Customer_111
10913,2023-04-21,South,Online,Laptop,6,6334,53067.29160604999,31862.025437107466,7063.270747326414,2023,4,Customer_60
10756,2023-01-01,East,Retail,Headphones,14,10730,150220.0,106305.468721955,43914.531278045004,2023,1,Customer_53
10945,2023-05-17,West,Retail,Monitor,12,8703,104436.0,86537.1558449949,17898.844155005107,2023,5,Customer_116
10614,2023-06-14,East,Retail,Keyboard,16,57430,918880.0,585574.2375642514,333305.7624357486,2023,6,Customer_72
10802,2023-03-22,South,Online,Tablet,5,50982,254910.0,157928.28618146415,111528.97089131622,2023,3,Customer_118
10758,2024-11-15,South,Online,Headphones,12,36663,527947.2,294337.4942263065,167461.2816397475,2024,11,Customer_176
10689,2023-11-26,East,Retail,Laptop,10,18122,217464.0,139174.77985791845,42045.220142081555,2023,11,Customer_147
10066,2023-03-22,Central,Distributor,Headphones,17,33730,573410.0,487573.39896289137,85836.60103710863,2023,3,Customer_141
10794,2023-11-04,North,Retail,Tablet,2,15889,38133.6,16793.78621988646,14984.21378011354,2023,11,Customer_38
10744,2024-10-06,North,Retail,Mouse,8,26557,212456.0,166224.75882067732,46231.24117932268,2024,10,Customer_160
10568,2024-03-30,Central,Online,Monitor,7,17843,124901.0,78178.28666569517,53731.120334450556,2024,3,Customer_107
11084,2023-01-15,North,Online,Keyboard,12,68608,823296.0,498801.95154698414,373168.1557209682,2023,1,Customer_147
11099,2024-10-21,Central,Retail,Headphones,12,26758,321096.0,235281.84384543827,85814.15615456173,2024,10,Customer_97
10303,2024-12-20,North,Online,Keyboard,19,45128,1028918.3999999999,610903.510390648,283507.76305075473,2024,12,Customer_141
10255,2024-10-01,South,Retail,Laptop,15,51308,769620.0,466074.33579163166,303545.66420836834,2024,10,Customer_144
10959,2024-08-28,Central,Online,Printer,4,4450,17800.0,11022.04004451249,7794.6539488106355,2024,8,Customer_69
11024,2023-06-14,West,Retail,Laptop,6,40401,330862.57270468696,175211.7167564561,67194.2832435439,2023,6,Customer_160
10313,2024-02-05,South,Retail,Printer,4,28618,114472.0,70138.90138947229,44333.09861052771,2024,2,Customer_194
10530,2023-03-16,West,Online,Mouse,16,41097,657552.0,492890.329338416,189360.9212608216,2023,3,Customer_68
10222,2023-02-22,North,Retail,Mouse,3,49903,149709.0,81207.6576936276,68501.3423063724,2023,2,Customer_153
10389,2023-02-05,East,Online,Laptop,17,15421,262157.0,203436.5399707241,67528.52903366729,2023,2,Customer_91
10236,2024-09-01,East,Online,Tablet,4,59649,238596.0,160519.61354290808,89787.84442565571,2024,9,Customer_179
10810,2024-06-29,North,Online,Laptop,18,33014,861269.7428332777,428883.721220623,190173.52059628352,2024,6,Customer_95
10483,2023-04-10,North,Retail,Mouse,10,8410,84100.0,64058.29645991578,20041.70354008422,2023,4,Customer_92
10713,2023-09-10,South,Retail,Keyboard,7,41834,292838.0,174102.3337684482,118735.66623155179,2023,9,Customer_194
10306,2024-08-02,South,Online,Laptop,8,55459,443672.0,375528.0964222617,78365.48911439907,2024,8,Customer_92
11111,2023-05-21,South,Online,Keyboard,3,45445,136335.0,71155.25687146281,74956.70459781776,2023,5,Customer_157
11090,2023-11-20,South,Retail,Printer,15,36056,649008.0,442577.31827579974,98262.68172420026,2023,11,Customer_138
10772,2023-04-28,North,Online,Headphones,5,36081,180405.0,154778.05126131172,29470.991049491524,2023,4,Customer_22
10917,2023-02-03,Central,Retail,Mouse,4,66357,265428.0,221466.27409764065,43961.72590235935,2023,2,Customer_158
11139,2024-07-20,East,Online,Printer,15,64688,970320.0,686752.7847937017,326102.297487243,2024,7,Customer_24
10250,2024-05-25,South,Online,Tablet,18,11537,286262.6842744589,120498.78545295134,100242.29672910595,2024,5,Customer_22
10760,2024-03-21,Central,Online,Tablet,17,19505,331585.0,200678.6686979084,150542.28099740532,2024,3,Customer_72
10595,2023-08-03,East,Online,Laptop,14,15391,215474.0,189061.46820226434,30374.411567396008,2023,8,Customer_179
10072,2023-04-16,East,Retail,Laptop,17,4185,93489.76780739489,44035.719443820104,27109.280556179896,2023,4,Customer_36
10095,2024-05-07,East,Online,Keyboard,9,14553,130977.0,83261.41566017977,54872.92199079326,2024,5,Customer_75
10546,2023-07-09,North,Retail,Printer,15,19957,299355.0,158071.59145018406,141283.40854981594,2023,7,Customer_21
